1,12541
2,71003
3,10019
4,43635
5,39593
6,41861
7,41889
8,30946
9,8915
10,74770
11,51774
12,89884
13,4385
14,0
15,60310
16,30221
17,52666
18,0
19,56180
20,38072
21,81608
22,91029
23,9975
24,2658
25,53140
26,8652
27,66430
28,121671
29,39553
30,66074
31,42044
32,29343
33,25847
34,34883
35,66292
36,96034
37,106933
38,38976
39,69475
40,30683
41,63403
42,9965
43,78000
44,115603
45,78367
46,33662
47,0
48,56747
49,0
50,47003
51,76534
52,30398
53,46598
54,11696
55,45954
56,77072
57,49341
58,45558
59,43913
60,65412
61,18731
62,26285
63,58568
64,37624
65,83500
66,25423
67,66827
68,42605
69,115768
70,66839
71,80655
72,31949
73,2042
74,40816
75,47677
76,0
77,53812
78,17024
79,65118
80,34758
81,48952
82,25777
83,52740
84,85490
85,45580
86,3699
87,50616
88,116377
89,74689
90,13070
91,80877
92,5438
93,84342
94,89989
95,43459
96,41946
97,27886
98,52101
99,81774
100,0
101,114936
102,56401
103,84568
104,56782
105,47786
106,84748
107,1423
108,24619
109,128200
110,20272
111,96777
112,15998
113,6396
114,60423
115,46159
116,0
117,66020
118,25185
119,55145
120,69164
121,86064
122,73508
123,65179
124,11535
125,86222
126,77262
127,48017
128,4047
129,27038
130,48289
131,44206
132,63119
133,84304
134,39265
135,35784
136,69032
137,0
138,109485
139,89830
140,16072
141,29786
142,34769
143,0
144,34392
145,66361
146,36371
147,35279
148,70138
149,48821
150,64600
151,32720
152,123165
153,65291
154,133067
155,16245
156,87567
157,85816
158,64109
159,3546
160,0
161,12724
162,0
163,10032
164,126390
165,50206
166,60011
167,10200
168,45414
169,45323
170,96737
171,24681
172,57550
173,37342
174,47155
175,1003
176,64421
177,72252
178,55452
179,71771
180,0
181,18419
182,44187
183,54872
184,41773
185,73046
186,47714
187,99988
188,63642
189,56252
190,30615
191,82265
192,49804
193,79112
194,27133
195,64237
196,29547
197,111853
198,56424
199,55005
200,62498
201,63723
202,111551
203,84261
204,80220
205,5647
206,14953
207,138733
208,61219
209,110136
210,37162
211,71219
212,0
213,18390
214,63592
215,113338
216,89142
217,62169
218,16115
219,40630
220,35039
221,98910
222,88937
223,45356
224,88812
225,28752
226,65520
227,18727
228,88086
229,34947
230,100417
231,120176
232,42096
233,85408
234,116751
235,49629
236,45443
237,137940
238,48453
239,69611
240,59973
241,45192
242,60152
243,81351
244,22311
245,108037
246,105966
247,27587
248,0
249,37116
250,0
251,48597
252,86249
253,79195
254,118963
255,62907
256,128256
257,135270
258,61110
259,46088
260,39290
261,44011
262,61616
263,43960
264,86694
265,56627
266,26872
267,21640
268,56375
269,25161
270,35054
271,78327
272,0
273,48051
274,32314
275,14133
276,51415
277,59997
278,0
279,134940
280,40275
281,46167
282,114740
283,5082
284,68684
285,63529
286,26313
287,16815
288,39215
289,2770
290,95890
291,37888
292,18807
293,25680
294,94062
295,69784
296,31839
297,129046
298,27551
299,20601
300,25640
301,58241
302,23525
303,22625
304,46635
305,75064
306,86860
307,40530
308,47889
309,39639
310,77445
311,29076
312,55035
313,11563
314,17913
315,50147
316,20475
317,34344
318,20010
319,0
320,9466
321,63261
322,77899
323,0
324,4351
325,39647
326,32273
327,17691
328,88531
329,104741
330,14403
331,39197
332,77932
333,43855
334,119039
335,40460
336,26187
337,42740
338,17373
339,52437
340,111743
341,44547
342,0
343,105668
344,24243
345,81930
346,121497
347,116225
348,12249
349,70166
350,56146
351,0
352,108746
353,71478
354,20571
355,116039
356,44612
357,760
358,58118
359,82674
360,16655
361,31329
362,55724
363,36908
364,57365
365,59629
366,97649
367,53799
368,55396
369,52586
370,17231
371,30605
372,17861
373,16182
374,13514
375,34972
376,13130
377,52273
378,78958
379,71230
380,49443
381,119143
382,63371
383,60541
384,84016
385,76055
386,4542
387,23110
388,55027
389,132964
390,4544
391,11818
392,89387
393,77208
394,101881
395,49061
396,0
397,49261
398,57769
399,79849
400,13738
401,96285
402,87387
403,49465
404,46359
405,22785
406,24662
407,62456
408,62357
409,15522
410,87666
411,0
412,57366
413,110401
414,71734
415,15592
416,119202
417,40213
418,12443
419,28121
420,18133
421,35839
422,72788
423,91252
424,121375
425,76651
426,55876
427,58281
428,0
429,160246
430,22734
431,7428
432,5098
433,40906
434,115997
435,59251
436,56704
437,90505
438,5807
439,70259
440,26750
441,15704
442,15577
443,4054
444,34464
445,155413
446,17133
447,44578
448,24899
449,50021
450,114520
451,32137
452,93995
453,46730
454,36296
455,111832
456,37086
457,48763
458,63502
459,20857
460,420
461,100501
462,102290
463,93333
464,66737
465,0
466,127514
467,13326
468,135650
469,101630
470,57844
471,61057
472,64013
473,13303
474,17767
475,16438
476,137081
477,17299
478,3229
479,30951
480,13101
481,28503
482,84996
483,32627
484,99838
485,74294
486,24488
487,14263
488,50360
489,43834
490,27565
491,37472
492,118274
493,29605
494,117982
495,152923
496,163319
497,0
498,0
499,146705
500,2329
501,99157
502,57325
503,48557
504,77046
505,42436
506,5084
507,20949
508,0
509,45321
510,103768
511,25830
512,13309
513,18391
514,35160
515,67057
516,54473
517,69232
518,57521
519,77082
520,70026
521,23465
522,44618
523,6356
524,73430
525,53110
526,28405
527,42238
528,32709
529,304
530,63786
531,44240
532,80185
533,47870
534,4738
535,49942
536,89404
537,57778
538,67630
539,65422
540,33983
541,50899
542,28011
543,797
544,26767
545,106734
546,40507
547,14872
548,84588
549,67144
550,69335
551,49286
552,106270
553,86567
554,45109
555,13869
556,40225
557,47626
558,9458
559,58224
560,47568
561,54531
562,63563
563,55861
564,27283
565,33445
566,49864
567,52020
568,66136
569,55759
570,44158
571,0
572,29614
573,51575
574,58980
575,89373
576,26273
577,49569
578,23617
579,28771
580,31516
581,50906
582,46346
583,55851
584,16408
585,26453
586,84340
587,104760
588,75870
589,28977
590,57938
591,2525
592,101015
593,13486
594,26428
595,35658
596,49456
597,35908
598,94710
599,6329
600,30732
